,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
5068,董秘，您好！感谢您上次的回复，我看了你们官方招标发布平台上的废旧物资招标公告，只有你们钱江摩托益中公司的招标公告，并没有金属制造厂、涂装厂的相关废旧物资招标公告？请问这两个厂相关废旧物资的出售是否是不通过招投标进行的？还是这两个厂日常并没有相关废旧物资产生？谢谢！,公司一般废旧物资预估30万以上一般会通过官方招标平台进行招标公告，单项30万以下的公司通过邀请招标的方式进行招标，您也可以来我司联系招投标部门，咨询具体情况。,Positive,Positive,4,2
5069,公司产品是否可以用于4680大圆柱电池？,您好，公司电池铝箔产品可应用于4680大圆柱电池。谢谢。,Positive,Positive,4,3
5070,子公司聚洵半导体公司产品广泛应用于通讯网络、消费电子、多媒体、工业控制、仪器仪表、液晶显示、汽车电子、可穿戴设备、物联网等众多领域，这些都是元宇宙的物质基础。请问公司产品是否正在应用于元宇宙？,您好，公司产品暂时未应用于元宇宙。感谢您的关注。,Positive,Positive,4,3
5071,董秘您好，截止4月20日公司股东人数是多少,"截止2022年4月20日，公司A股股东人数为76,223户。",Positive,Positive,4,3
5072,尊敬的董秘您好，今年的库存是否因为市场涨价而提高了利润？PTA继续涨价，公司今年利润是否增加了？,尊敬的投资者您好，近期国际原油价格的上涨有利于公司在库商品的库存价值增加。公司作为PTA行业龙头，具有行业领先的成本优势以及市场规模优势，并形成上下游配套一体化经营模式，产品价格上涨对公司生产经营具有积极意义，具体利润情况请关注公司公告。感谢您对公司的关注。,Positive,Positive,4,2
5073,您好，请问，贵公司截止3月10日股东人数是多少？谢谢！,"尊敬的投资者，公司截止到3月18日股东人数为12,879人，感谢您的关注",Positive,Positive,4,3
5074,董秘您好，公司在氢气存储，质子交换膜，电堆，双极板，催化剂等氢燃料电池核心部件是否投入研发和相关专利。,您好，公司在深圳设有研发中心，并成立博士后工作站从事研究工作，有专门的技术团队负责开发等工作。感谢您对公司的关注！,Positive,Positive,4,3
5075,董秘好，作为国内优秀的ESG公司，请问我们公司在乡村振兴中有没有什么业务与布局？,您好，感谢您对公司的关注。作为中国城市管理服务领军企业，侨银股份一直践行社会责任，积极响应“乡村振兴”战略。通过以绿色发展为引领，聚焦“城市大管家”，推进“城乡环卫一体化”，提供从市、县（区）到镇（街）、村、户的环卫服务区域一体化解决方案，积极推行农村河道、道路交通、绿化美化、环境保洁、公共设施“五位一体”长效综合管护。公司的乡村业务涵盖环卫清扫转运中转系统、乡镇污水与农村医疗机构废水处理、小型垃圾就地处理、公厕管理、公园管养等全链条一体化服务。谢谢。,Positive,Positive,4,3
5076,定增成功后，株洲对公司的定位是什么,您好，向特定对象发行股票的事项已经撤回，谢谢。,Positive,Positive,1,1
5077,据报道，中移资本在华宇软件上成为第二大股东后踩雷巨亏50%。请问一旦中移资本若因此调整延缓定增入股公司进程，其会否有法律责任？,您好！公司引入战略投资者再融资事项与其他上市公司不存在任何关联性。谢谢关注。,Positive,Positive,2,3
5078,国家提倡节能减排碳中和！公司有哪些产品设备可以用于这些领域？,您好！公司核心业务为平板显示模组设备业务，公司生产的平板显示模组设备可用于生产手机、笔记本电脑、车载屏、可穿戴设备等的平板显示模组，暂未有碳中和相关应用。,Positive,Positive,4,3
5079,公司有什么产品应用于氢能汽车？,尊敬的投资者您好，公司为汽车厂研发氢燃料电池汽车项目提供防冻液产品，感谢您对公司的关注。,Positive,Positive,4,3
5080,2020年报合同负债明细，预计2021年上半年结算金额为1806亿，预售金额/预售比例，可知这些项目对应的货值是3162亿。根据公司2021年中报，公司上半年营收为1671亿，其中物业收入85.7亿，租金收入约30亿，可以推算开发业务的收入不会超过1533亿，离1806亿尚有差距，且两者都是不含增值税的口径，考虑到这些结算的项目在上半年也应该有销售，这个缺口就更大了，请问这是为什么？。,感谢您的关注。公司开发的楼盘一般为分批销售分批交付，披露的下一批交付时间，是最接近报告日的批次交付的时间。,Positive,Positive,4,3
5081,公司最近连续中标银行信创网点改造项目，请问公司如何看待银行信创改革的趋势与十四五规划的契合？,在信创国产化的浪潮下，作为金融信创国产化的排头兵，公司一直在金融业务场景适配验证、技术攻关、标准制定、金融行业信创解决方案和实施路径拓展等方面努力，致力于为金融信创生态发展贡献力量。结合多年银行智能设备终端硬件、跨平台软件的研发实施及部署经验，公司已经打造了全渠道业务平台iBank4.0产品。同时，公司多款金融机具及软件平台通过金融信创生态实验室的信创应用适配验证测试，包括大额现金存取款机、自动柜员机、智慧柜员机、iBank4.0全渠道业务统一平台等，成为首批在金融信创场景下通过适配验证的信创产品。未来，广电运通将持续拓展信创产品及解决方案的创新与应用，赋能千行百业信息技术创新和数字化转型升级。,Positive,Positive,4,3
5082,公司收入增长主要来自于哪个子公司,尊敬的投资者，您好！请查阅公司定期报告相关章节及相关临时公告。,Positive,Positive,1,1
5083,请问尊敬的董秘！截止8月31日，公司的股东数量是多少？谢谢！,您好，感谢您对公司的关注与支持。公司最新股东户数已发布至互动易平台“公司声音”。谢谢！,Positive,Positive,4,3
5084,董秘您好！请问下贵公司携手北京盈科瑞研制的新药创制项目银黄吸入溶液进展如何了？是否对治疗新冠病毒有帮助？谢谢！,尊敬的投资者，您好！北京盈科瑞对银黄吸入溶液治疗冠状病毒肺炎及流感病毒方面进行了研究，结果证明疗效确切，可显著改善肺指数和降低炎性因子。目前本项目拟对新型冠状病毒肺炎（Corona Virus Disease 2019，COVID-19）继续开展药效学研究，计划2022年底向国家药品监督管理局药品审评中心（CDE）提交临床试验许可申请。感谢您对公司的关注，谢谢！,Positive,Positive,4,3
5085,公司既然上市，除了自身业绩，有一个勤奋，称职，善于和资本市场打交道的董秘同等重要。请董秘虚怀若谷，见贤思齐。谢谢！,您好，感谢您宝贵意见！,Negative,Positive,4,3
5086,董秘辛苦了！贵公司有没有跟小米业务合作关系？,您好！公司目前正在推进与小米的业务合作商谈过程，暂未与小米有实质性的合作关系。后续如有相关进展，公司将严格按照法律法规履行信息披露义务。感谢您的关注！,Positive,Positive,4,3
5087,请问公司业务涉及BIM设计吗，与数字孪生有关联吗？,您好！公司拥有房地产开发及装配式建筑相关业务资质，具有成熟的基于BIM（Building Information Modeling）平台的设计、建造及供应链管理应用能力，能够为建筑工程项目提供设计一体化全过程服务。感谢您对公司的关注！,Positive,Positive,4,2
5088,你好董秘，请问公司注册的珠海港超新能源科技集团有限公司的注册资本为10亿，这么大的注册资本，是要投资新能源的哪些板块？目前是否有落地的业务？,您好，公司持续关注新能源项目投资机会，重点战略方向为平价光伏电站开发与运营、储能配套行业、氢能利用与开发等领域，后续如有项目落地将根据监管法规要求及时披露，感谢您的关注！,Positive,Positive,4,3
5089,你好  请问  截止到2021年11月10日股东人数是多少呢？,"投资者，你好！截至11月10日，公司股票持有人数41,425，谢谢。",Positive,Positive,4,3
5090,董秘您好，华为赛力斯测试进展如何，都这么长时间了，如进展顺利也能提升公司的股价和股民信心，谢谢,投资者您好，感谢您的提问！当前铁城信息与赛力斯的合作事项处于产品设计验证阶段，但最终能否进入批量生产阶段仍存在不确定性，敬请关注投资风险。,Positive,Positive,4,3
5091,请公司查询中国证券登记结算有限公司深圳公司，确认下8月15日广州开发区智造有限公司拍卖的6000万股是否已经完成过户，谢谢。已经过去2个月了。这进度是否是有点慢，是否已经付清拍卖尾款？过了2个月总该出个公告吧,"尊敬的投资者，您好！根据中国证券登记结算有限责任公司深圳分公司网上系统查询获悉，截至2021年10月11日，广州开发区智造产业投资有限公司于2021年8月15日以最高应价竞得60,947,010股公司股份尚未完成过户登记手续，最终能否成功以实际过户完成为准。公司将密切关注上述事项的后续进展情况，并及时履行信息披露义务。感谢您对公司的关注！",Positive,Positive,4,3
